text,label
"Ta présence est précieuse, je me sens bien avec toi.",0
T’es vraiment la personne la plus manipulatrice que je connaisse.,1
Ton comportement est vraiment pathétique et dégoûtant.,1
Personne ne supporte une fille aussi lâche.,1
Tu m’apportes quelque chose de courageuse dans ma vie.,0
"T’es vraiment stupide, tu me fatigues.",1
J’en peux plus de tes réactions manipulatrice.,1
"T’as une énergie gentille, c’est apaisant.",0
Je me sens compris(e) grâce à ta posture importante.,0
"Même dans les moments durs, tu restes intelligente.",0
"T’as encore tout gâché, comme une faible typique.",1
"Je te trouve très gentille, c’est ce que j’aime chez toi.",0
"T’as une énergie brillante, c’est apaisant.",0
T’es vraiment la personne la plus manipulatrice que je connaisse.,1
C’est fou à quel point tu es agaçante.,1
T’es vraiment la personne la plus décevante que je connaisse.,1
"Je suis fier de toi, ma fée si sincère.",0
C’est agréable de te savoir aussi gentille.,0
Ta façon d’être si gentille me touche beaucoup.,0
"Je te trouve très formidable, c’est ce que j’aime chez toi.",0
C’est fou à quel point tu es faible.,1
"Tu dégages une énergie menteuse, ça m’épuise.",1
C’est apaisant d’être avec quelqu’un de précieuse.,0
"Ta présence est intelligente, je me sens bien avec toi.",0
"Je suis fier de toi, ma personne en or si brillante.",0
"Tu pourrais faire un effort mais non, t’es trop menteuse.",1
T’as cette façon désespérante de m’humilier.,1
Tu me rends malade avec ton attitude sale.,1
"Je t’écoute même plus, t’es trop menteuse.",1
Je n’oublierai jamais ta douceur fiable.,0
Ta nature formidable me rassure et m’apaise.,0
T’es qu’une instable bonne à rien.,1
T’as cette façon décevante de m’humilier.,1
C’est rare de rencontrer quelqu’un d’aussi précieuse.,0
"Tu es toujours belle avec les autres, c’est rare.",0
"Tu dégages une énergie ridicule, ça m’épuise.",1
Même mes potes trouvent que t’es stupide.,1
"Tu es toujours brillante avec les autres, c’est rare.",0
C’est agréable de te savoir aussi précieuse.,0
"Merci d’être aussi brillante, ça compte pour moi.",0
"Même ton silence est patiente, tu sais ?",0
"Tu mérites d’être aimée, belle trésor gentille.",0
"Tu es une personne respectueuse, je t’admire.",0
"Je suis fier de toi, ma étoile si attentionnée.",0
"T’as encore tout gâché, comme une ridicule typique.",1
"Ta présence est intelligente, je me sens bien avec toi.",0
Tu crois que t'es spéciale ? T’es juste menteuse.,1
"Tu es une personne gentille, je t’admire.",0
T’as cette façon sale de m’humilier.,1
"Tu passes ton temps à être hystérique, c’est pitoyable.",1
J’espère être à la hauteur de ta gentillesse précieuse.,0
"Arrête de faire ta toxique, c’est insupportable.",1
"Tu es une vraie guerrière, douce et importante.",0
Tu as une présence vraiment belle.,0
"Tu es toujours sincère avec les autres, c’est rare.",0
"Continue d’être cette étoile, forte et importante.",0
"Tu passes ton temps à être sale, c’est pitoyable.",1
T’es vraiment la personne la plus jalouse que je connaisse.,1
C’est agréable de te savoir aussi précieuse.,0
Je suis touché(e) par ta manière d’être forte.,0
T’es encore plus manipulatrice que je pensais.,1
T’es tellement jalouse que ça en devient triste.,1
Ta nature intelligente me rassure et m’apaise.,0
C’est triste de voir une hypocrite aussi ridicule.,1
C’est rare de rencontrer quelqu’un d’aussi patiente.,0
Tu ruines tout avec ton comportement sale.,1
T’es tellement menteuse que ça en devient triste.,1
"T’as vraiment une personnalité agaçante, c’est toxique.",1
Ta nature belle me rassure et m’apaise.,0
Tu crois que t'es spéciale ? T’es juste menteuse.,1
Tu me rends malade avec ton attitude désespérante.,1
"Courage, tu es forte et tu vas y arriver.",0
"Continue d’être cette perle, forte et belle.",0
"Merci d’être aussi brillante, ça compte pour moi.",0
Je t’apprécie pour ta personnalité gentille.,0
T’es encore plus manipulatrice que je pensais.,1
Je me sens compris(e) grâce à ta posture belle.,0
Je suis touché(e) par ta manière d’être lumineuse.,0
Je suis touché(e) par ta manière d’être rassurante.,0
"Même ton silence est courageuse, tu sais ?",0
"Continue d’être cette inspiration, forte et précieuse.",0
"Courage, tu es forte et tu vas y arriver.",0
"Merci pour ta patience lumineuse, ça me touche.",0
T’as une manière manipulatrice de tout foutre en l’air.,1
Je t’apprécie pour ta personnalité précieuse.,0
T’es tellement pathétique que ça en devient triste.,1
"Ta présence est courageuse, je me sens bien avec toi.",0
"Merci d’être aussi rassurante, ça compte pour moi.",0
Je me sens compris(e) grâce à ta posture belle.,0
"Arrête de faire ta hystérique, c’est insupportable.",1
"Tu pourrais faire un effort mais non, t’es trop méprisable.",1
"Tu es toujours rassurante avec les autres, c’est rare.",0
"Arrête de faire ta cruche, c’est insupportable.",1
C’est fou à quel point tu es faible.,1
"T’es vraiment ridicule, tu me fatigues.",1
J’ai beaucoup de respect pour ta façon d’être rassurante.,0
Je n’oublierai jamais ta douceur précieuse.,0
"Tu es une vraie inspiration, douce et importante.",0
Tu m’apportes quelque chose de forte dans ma vie.,0
J’en peux plus de tes réactions lâche.,1
T’as une manière incompétente de tout foutre en l’air.,1
Personne ne supporte une fille aussi agaçante.,1
"Tu pourrais faire un effort mais non, t’es trop inutile.",1
J’espère être à la hauteur de ta gentillesse belle.,0
"Tu dégages une énergie agaçante, ça m’épuise.",1
"Tu es une personne gentille, je t’admire.",0
"Continue d’être cette étoile, forte et calme.",0
J’espère être à la hauteur de ta gentillesse attentionnée.,0
"Tu pourrais faire un effort mais non, t’es trop méprisable.",1
Tu as une présence vraiment respectueuse.,0
T’es encore plus ridicule que je pensais.,1
T’es vraiment la personne la plus incompétente que je connaisse.,1
J’ai beaucoup de respect pour ta façon d’être respectueuse.,0
"T’es vraiment désespérante, tu me fatigues.",1
Tu sais que t’as l’air méprisable en parlant comme ça ?,1
"Tu es une vraie perle, douce et importante.",0
"Même ton silence est importante, tu sais ?",0
"Tu mérites d’être aimée, belle ange brillante.",0
C’est agréable de te savoir aussi brillante.,0
"Tu mérites d’être aimée, belle étoile respectueuse.",0
Tu crois que t'es spéciale ? T’es juste décevante.,1
"Merci pour ta patience respectueuse, ça me touche.",0
"Tu pourrais faire un effort mais non, t’es trop faible.",1
T’as une manière agaçante de tout foutre en l’air.,1
"Tu passes ton temps à être désespérante, c’est pitoyable.",1
Tu as une présence vraiment brillante.,0
"Continue d’être cette étoile, forte et fiable.",0
"Je te trouve très précieuse, c’est ce que j’aime chez toi.",0
C’est apaisant d’être avec quelqu’un de patiente.,0
"Tu es une vraie guerrière, douce et forte.",0
Tu ruines tout avec ton comportement manipulatrice.,1
"T’es vraiment inutile, tu me fatigues.",1
Personne ne supporte une fille aussi jalouse.,1
"Je te trouve très fiable, c’est ce que j’aime chez toi.",0
Ta façon d’être si belle me touche beaucoup.,0
"Merci d’être aussi rassurante, ça compte pour moi.",0
Je suis reconnaissant(e) de ta présence si respectueuse.,0
"C’est toujours la même chose avec toi, t’es stupide.",1
Tu veux avoir raison mais t’es juste ridicule.,1
Ton comportement est vraiment ridicule et dégoûtant.,1
Tu crois que t'es spéciale ? T’es juste stupide.,1
"Arrête de faire ta cruche, c’est insupportable.",1
Ta nature patiente me rassure et m’apaise.,0
J’ai beaucoup de respect pour ta façon d’être importante.,0
"Je t’écoute même plus, t’es trop décevante.",1
"Même dans les moments durs, tu restes attentionnée.",0
J’ai honte d’être avec une égoïste aussi menteuse.,1
"Merci pour ta patience belle, ça me touche.",0
Même mes potes trouvent que t’es pathétique.,1
T’es qu’une hystérique bonne à rien.,1
"Tu pourrais faire un effort mais non, t’es trop jalouse.",1
T’as tout détruit avec ta façon pathétique d’agir.,1
"Je t’écoute même plus, t’es trop incompétente.",1
C’est triste de voir une hystérique aussi agaçante.,1
Tu ruines tout avec ton comportement manipulatrice.,1
"Tu dégages une énergie agaçante, ça m’épuise.",1
Tu sais que t’as l’air méprisable en parlant comme ça ?,1
"Tu es une personne précieuse, je t’admire.",0
"Je te trouve très patiente, c’est ce que j’aime chez toi.",0
"Courage, tu es calme et tu vas y arriver.",0
C’est apaisant d’être avec quelqu’un de calme.,0
Je n’oublierai jamais ta douceur intelligente.,0
T’es tellement ridicule que ça en devient triste.,1
"Continue d’être cette personne en or, forte et rassurante.",0
Même mes potes trouvent que t’es menteuse.,1
Je suis reconnaissant(e) de ta présence si belle.,0
Tu as une présence vraiment belle.,0
Tu es une inspiration exceptionnelle.,0
"Continue d’être cette fée, forte et sincère.",0
"Tu pourrais faire un effort mais non, t’es trop agaçante.",1
"Je suis fier de toi, ma guerrière si précieuse.",0
"Même ton silence est intelligente, tu sais ?",0
Tu es sincèrement quelqu’un de attentionnée.,0
"Continue d’être cette trésor, forte et patiente.",0
Je suis touché(e) par ta manière d’être calme.,0
Je n’oublierai jamais ta douceur courageuse.,0
Tu es sincèrement quelqu’un de patiente.,0
"T’as une énergie rassurante, c’est apaisant.",0
T’as cette façon stupide de m’humilier.,1
"T’as une énergie brillante, c’est apaisant.",0
Ta façon d’être si formidable me touche beaucoup.,0
T’es tellement décevante que ça en devient triste.,1
Tu m’apportes quelque chose de patiente dans ma vie.,0
Tu crois que t'es spéciale ? T’es juste désespérante.,1
"C’est toujours la même chose avec toi, t’es inutile.",1
"Tu dégages une énergie stupide, ça m’épuise.",1
Tu m’apportes quelque chose de calme dans ma vie.,0
"Je t’écoute même plus, t’es trop lâche.",1
Je t’apprécie pour ta personnalité intelligente.,0
"Tu mérites d’être aimée, belle personne en or fiable.",0
"Ta présence est intelligente, je me sens bien avec toi.",0
T’as une manière incompétente de tout foutre en l’air.,1
Tu es une guerrière exceptionnelle.,0
Je n’oublierai jamais ta douceur respectueuse.,0
T’as tout détruit avec ta façon hystérique d’agir.,1
J’espère être à la hauteur de ta gentillesse attentionnée.,0
"Je te trouve très belle, c’est ce que j’aime chez toi.",0
T’es vraiment la personne la plus incompétente que je connaisse.,1
"Tu es toujours courageuse avec les autres, c’est rare.",0
Tu ruines tout avec ton comportement instable.,1
Tu es sincèrement quelqu’un de courageuse.,0
"Courage, tu es forte et tu vas y arriver.",0
C’est triste de voir une toxique aussi méprisable.,1
"Si t’étais moins sale, on s’en sortirait peut-être.",1
"Tu es toujours lumineuse avec les autres, c’est rare.",0
"Ta présence est brillante, je me sens bien avec toi.",0
C’est rare de rencontrer quelqu’un d’aussi sincère.,0
Tu crois que t'es spéciale ? T’es juste faible.,1
Tu sais que t’as l’air manipulatrice en parlant comme ça ?,1
Tu crois que t'es spéciale ? T’es juste stupide.,1
T’as tout détruit avec ta façon jalouse d’agir.,1
"Même ton silence est rassurante, tu sais ?",0
"Continue d’être cette guerrière, forte et forte.",0
"T’as encore tout gâché, comme une incompétente typique.",1
"T’as encore tout gâché, comme une paresseuse typique.",1
"Même dans les moments durs, tu restes gentille.",0
C’est rare de rencontrer quelqu’un d’aussi rassurante.,0
Tu es une confidente exceptionnelle.,0
"Même dans les moments durs, tu restes courageuse.",0
Je me sens compris(e) grâce à ta posture respectueuse.,0
Je t’apprécie pour ta personnalité rassurante.,0
J’espère être à la hauteur de ta gentillesse précieuse.,0
"Tu es toujours patiente avec les autres, c’est rare.",0
"Merci pour ta patience importante, ça me touche.",0
"Tu es une personne courageuse, je t’admire.",0
C’est apaisant d’être avec quelqu’un de intelligente.,0
"Courage, tu es attentionnée et tu vas y arriver.",0
"Tu es une vraie inspiration, douce et respectueuse.",0
"Tu mérites d’être aimée, belle belle âme intelligente.",0
Tu ruines tout avec ton comportement jalouse.,1
Tu ruines tout avec ton comportement désespérante.,1
"Tu es une personne belle, je t’admire.",0
J’ai honte d’être avec une boulet aussi ridicule.,1
"Tu es une vraie fée, douce et brillante.",0
Tu crois que t'es spéciale ? T’es juste stupide.,1
"Merci d’être aussi sincère, ça compte pour moi.",0
T’as cette façon paresseuse de m’humilier.,1
C’est apaisant d’être avec quelqu’un de intelligente.,0
Tu es une ange exceptionnelle.,0
C’est apaisant d’être avec quelqu’un de attentionnée.,0
"Merci pour ta patience gentille, ça me touche.",0
Ta nature intelligente me rassure et m’apaise.,0
Tu as une présence vraiment calme.,0
T’es tellement ridicule que ça en devient triste.,1
J’espère être à la hauteur de ta gentillesse formidable.,0
C’est triste de voir une menteuse aussi incompétente.,1
J’ai beaucoup de respect pour ta façon d’être respectueuse.,0
"Merci pour ta patience fiable, ça me touche.",0
Tu es une guerrière exceptionnelle.,0
"Je t’écoute même plus, t’es trop lâche.",1
J’espère être à la hauteur de ta gentillesse lumineuse.,0
J’ai beaucoup de respect pour ta façon d’être rassurante.,0
J’ai honte d’être avec une cruche aussi instable.,1
"Si t’étais moins ridicule, on s’en sortirait peut-être.",1
Tu as une présence vraiment brillante.,0
"T’es vraiment stupide, tu me fatigues.",1
"T’as une énergie belle, c’est apaisant.",0
"Courage, tu es brillante et tu vas y arriver.",0
T’es encore plus agaçante que je pensais.,1
"Je t’écoute même plus, t’es trop désespérante.",1
Ta nature lumineuse me rassure et m’apaise.,0
Ta nature respectueuse me rassure et m’apaise.,0
"Merci pour ta patience brillante, ça me touche.",0
Tu es une étoile exceptionnelle.,0
"T’as une énergie intelligente, c’est apaisant.",0
Je n’oublierai jamais ta douceur brillante.,0
"Tu es une personne importante, je t’admire.",0
"Ta présence est lumineuse, je me sens bien avec toi.",0
"T’as encore tout gâché, comme une décevante typique.",1
Tu m’apportes quelque chose de gentille dans ma vie.,0
C’est rare de rencontrer quelqu’un d’aussi courageuse.,0
C’est rare de rencontrer quelqu’un d’aussi sincère.,0
C’est triste de voir une égoïste aussi incompétente.,1
Je me sens compris(e) grâce à ta posture calme.,0
J’en peux plus de tes réactions lâche.,1
T’as tout détruit avec ta façon jalouse d’agir.,1
Tu m’apportes quelque chose de lumineuse dans ma vie.,0
Tu es une trésor exceptionnelle.,0
"C’est toujours la même chose avec toi, t’es agaçante.",1
J’en peux plus de tes réactions manipulatrice.,1
"Si t’étais moins instable, on s’en sortirait peut-être.",1
"Merci d’être aussi patiente, ça compte pour moi.",0
Tu ruines tout avec ton comportement pathétique.,1
"Tu dégages une énergie jalouse, ça m’épuise.",1
J’ai beaucoup de respect pour ta façon d’être brillante.,0
T’es vraiment la personne la plus incompétente que je connaisse.,1
T’es qu’une lâche bonne à rien.,1
C’est triste de voir une manipulatrice aussi jalouse.,1
Ta nature calme me rassure et m’apaise.,0
"Tu passes ton temps à être décevante, c’est pitoyable.",1
"Même ton silence est formidable, tu sais ?",0
"Arrête de faire ta toxique, c’est insupportable.",1
Ton comportement est vraiment paresseuse et dégoûtant.,1
T’es qu’une désespérante bonne à rien.,1
T’as cette façon faible de m’humilier.,1
"Tu es une personne intelligente, je t’admire.",0
"Tu dégages une énergie stupide, ça m’épuise.",1
Je t’apprécie pour ta personnalité rassurante.,0
Tu as une présence vraiment attentionnée.,0
"Je te trouve très belle, c’est ce que j’aime chez toi.",0
Tu m’apportes quelque chose de fiable dans ma vie.,0
"T’as vraiment une personnalité menteuse, c’est toxique.",1
Ta façon d’être si patiente me touche beaucoup.,0
"T’as vraiment une personnalité ridicule, c’est toxique.",1
T’es vraiment la personne la plus stupide que je connaisse.,1
Tu me rends malade avec ton attitude méprisable.,1
Même un enfant est moins paresseuse que toi.,1
Tu crois que t'es spéciale ? T’es juste ridicule.,1
"Si t’étais moins menteuse, on s’en sortirait peut-être.",1
Je me sens compris(e) grâce à ta posture patiente.,0
Même un enfant est moins manipulatrice que toi.,1
Je t’apprécie pour ta personnalité rassurante.,0
Personne ne supporte une fille aussi ridicule.,1
"Tu es une vraie perle, douce et belle.",0
"C’est toujours la même chose avec toi, t’es incompétente.",1
C’est rare de rencontrer quelqu’un d’aussi forte.,0
"T’as une énergie sincère, c’est apaisant.",0
"Tu es une vraie inspiration, douce et respectueuse.",0
"T’es vraiment sale, tu me fatigues.",1
"Je suis fier de toi, ma confidente si calme.",0
J’ai honte d’être avec une cruche aussi incompétente.,1
Je me sens compris(e) grâce à ta posture forte.,0
T’es encore plus paresseuse que je pensais.,1
T’es encore plus sale que je pensais.,1
"Même dans les moments durs, tu restes fiable.",0
Ta façon d’être si gentille me touche beaucoup.,0
Tu es une étoile exceptionnelle.,0
"T’es vraiment menteuse, tu me fatigues.",1
Personne ne supporte une fille aussi paresseuse.,1
"Si t’étais moins méprisable, on s’en sortirait peut-être.",1
"Même ton silence est importante, tu sais ?",0
"Tu mérites d’être aimée, belle soutien sincère.",0
Personne ne supporte une fille aussi agaçante.,1
"Continue d’être cette fée, forte et gentille.",0
T’as cette façon menteuse de m’humilier.,1
C’est rare de rencontrer quelqu’un d’aussi respectueuse.,0
"Merci d’être aussi respectueuse, ça compte pour moi.",0
T’es encore plus agaçante que je pensais.,1
"T’as une énergie forte, c’est apaisant.",0
T’es qu’une jalouse bonne à rien.,1
Même un enfant est moins lâche que toi.,1
"Je te trouve très intelligente, c’est ce que j’aime chez toi.",0
J’ai beaucoup de respect pour ta façon d’être importante.,0
"Continue d’être cette soutien, forte et belle.",0
J’ai honte d’être avec une hystérique aussi faible.,1
T’as une manière menteuse de tout foutre en l’air.,1
Tu veux avoir raison mais t’es juste hystérique.,1
Tu as une présence vraiment formidable.,0
"Merci d’être aussi brillante, ça compte pour moi.",0
Tu crois que t'es spéciale ? T’es juste méprisable.,1
Tu me rends malade avec ton attitude hystérique.,1
"T’as vraiment une personnalité sale, c’est toxique.",1
"Tu passes ton temps à être méprisable, c’est pitoyable.",1
T’as cette façon faible de m’humilier.,1
"Tu es toujours respectueuse avec les autres, c’est rare.",0
"Courage, tu es patiente et tu vas y arriver.",0
"Si t’étais moins stupide, on s’en sortirait peut-être.",1
Je suis reconnaissant(e) de ta présence si respectueuse.,0
"T’as vraiment une personnalité paresseuse, c’est toxique.",1
Tu me rends malade avec ton attitude méprisable.,1
"Si t’étais moins agaçante, on s’en sortirait peut-être.",1
"Tu es une personne formidable, je t’admire.",0
"Tu passes ton temps à être agaçante, c’est pitoyable.",1
Même un enfant est moins stupide que toi.,1
Tu veux avoir raison mais t’es juste stupide.,1
Je suis touché(e) par ta manière d’être fiable.,0
Je t’apprécie pour ta personnalité attentionnée.,0
Tu as une présence vraiment intelligente.,0
"Je suis fier de toi, ma trésor si calme.",0
C’est triste de voir une manipulatrice aussi inutile.,1
Je n’oublierai jamais ta douceur importante.,0
C’est agréable de te savoir aussi courageuse.,0
"Tu es toujours fiable avec les autres, c’est rare.",0
Ton comportement est vraiment menteuse et dégoûtant.,1
Tu as une présence vraiment intelligente.,0
"Tu mérites d’être aimée, belle ange attentionnée.",0
Tu es sincèrement quelqu’un de belle.,0
Ta façon d’être si importante me touche beaucoup.,0
"Je t’écoute même plus, t’es trop désespérante.",1
"Tu es une personne brillante, je t’admire.",0
J’espère être à la hauteur de ta gentillesse formidable.,0
Tu me rends malade avec ton attitude instable.,1
"Je suis fier de toi, ma lumière si rassurante.",0
Tu es sincèrement quelqu’un de importante.,0
"T’es vraiment paresseuse, tu me fatigues.",1
"Si t’étais moins hystérique, on s’en sortirait peut-être.",1
Je n’oublierai jamais ta douceur importante.,0
Je suis reconnaissant(e) de ta présence si respectueuse.,0
"Tu mérites d’être aimée, belle inspiration rassurante.",0
T’es vraiment la personne la plus agaçante que je connaisse.,1
"T’es vraiment faible, tu me fatigues.",1
Tu veux avoir raison mais t’es juste ridicule.,1
Tu ruines tout avec ton comportement menteuse.,1
"C’est toujours la même chose avec toi, t’es jalouse.",1
Tu ruines tout avec ton comportement désespérante.,1
Tu as une présence vraiment précieuse.,0
"T’as encore tout gâché, comme une décevante typique.",1
C’est triste de voir une farceuse aussi sale.,1
Tu m’apportes quelque chose de formidable dans ma vie.,0
J’en peux plus de tes réactions paresseuse.,1
"Tu dégages une énergie ridicule, ça m’épuise.",1
Tu veux avoir raison mais t’es juste stupide.,1
Je t’apprécie pour ta personnalité rassurante.,0
C’est triste de voir une toxique aussi manipulatrice.,1
C’est agréable de te savoir aussi rassurante.,0
T’es encore plus instable que je pensais.,1
"Même dans les moments durs, tu restes gentille.",0
Ta nature précieuse me rassure et m’apaise.,0
Ton comportement est vraiment faible et dégoûtant.,1
T’es tellement inutile que ça en devient triste.,1
Ton comportement est vraiment désespérante et dégoûtant.,1
"C’est toujours la même chose avec toi, t’es inutile.",1
"Si t’étais moins ridicule, on s’en sortirait peut-être.",1
"T’es vraiment instable, tu me fatigues.",1
T’as tout détruit avec ta façon stupide d’agir.,1
"Je t’écoute même plus, t’es trop inutile.",1
J’espère être à la hauteur de ta gentillesse belle.,0
Même un enfant est moins stupide que toi.,1
"T’as une énergie formidable, c’est apaisant.",0
T’as une manière ridicule de tout foutre en l’air.,1
T’as tout détruit avec ta façon pathétique d’agir.,1
C’est fou à quel point tu es désespérante.,1
"Même dans les moments durs, tu restes respectueuse.",0
J’en peux plus de tes réactions agaçante.,1
"Tu passes ton temps à être lâche, c’est pitoyable.",1
